ranking,name,wealth,wealth_change,ranking_change,company,company_en,headquarters,industry,industry_en,relations,gender,age,birthday,nationality,birth_place,permanent_place,education,school,native_place,wealth_numeric,age_numeric,industry_clean,location_clean
875,吕绍林、程彩霞,60.0,-20%,-62,博众精工,Bozhon Precision,江苏苏州,自动化设备,Pharmaceuticals,夫妇,先生,51,1973-09-12,198,中国-湖南-邵阳,中国-江苏-苏州,,,中国-湖南-邵阳,60.0,51,自动化设备,江苏苏州
875,缪双大、缪文彬,60.0,-18%,-14,双良,Shuangliang,江苏无锡,空调设备,Air Conditioning,父子,先生,73,1951-01-01,198,中国-江苏-无锡,中国-江苏-无锡,,,中国-江苏-无锡,60.0,73,空调设备,江苏无锡
875,沈波,60.0,9%,215,分布式资本,Fenbushi,上海虹口,投资,Investments,未知,先生,61,1963-01-01,198,,中国-上海,,,,60.0,61,投资,上海虹口
875,苏如春,60.0,-8%,65,华邦,Huabang,广东广州,房地产、建筑、投资,"Real Estate,Infrastructure,Investments",家族,先生,56,1968-01-01,198,,中国-广东-广州,,,,60.0,56,房地产、建筑、投资,广东广州
875,孙中伟、温美婵,60.0,9%,215,华宝新能,Hello Tech,广东深圳,便携储能电池、太阳能,Portable Batteries,夫妇,先生,46,1978-01-01,198,中国-山东,中国-广东-深圳,,,,60.0,46,便携储能电池、太阳能,广东深圳
875,童文红,60.0,-5%,116,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,54,1970-01-01,198,,中国-浙江-杭州,,,,60.0,54,电子商务、金融科技,浙江杭州
875,王佳、严立,60.0,-40%,-290,启明星辰,Venustech,北京,网络安全,Cyber Security,夫妇,先生,55,1969-07-01,198,中国-云南-昆明,中国-北京,硕士,复旦、宾夕法尼亚,,60.0,55,网络安全,北京
875,王建东,60.0,-25%,-120,中建融东,CSCEC Rongdong,河北邯郸,钢铁,Steel,未知,先生,52,1972-01-01,198,中国-河北-邯郸,中国-河北-邯郸,,,中国-河北-邯郸,60.0,52,钢铁,河北邯郸
875,王明鎏,60.0,-33%,-206,毛球科技,Tomorrow,四川成都,投资、区块链、游戏,"Investments, Blockchain, Gaming",未知,先生,41,1983-01-01,198,中国-四川-成都,中国-四川-成都,硕士,加拿大卑诗大学（UBC）、纽约大学,,60.0,41,投资、区块链、游戏,四川成都
875,王铭祥、周一峰,60.0,-18%,-14,东华能源,Oriental Energy,江苏南京,石油化工,Petrochemicals,夫妇,先生,46,1978-07-01,198,中国-江苏-南通,中国-江苏-南京,硕士,北京中医药、南京理工,中国-江苏-南通,60.0,46,石油化工,江苏南京
875,王维东、许小菊,60.0,-14%,21,赢合科技,Yinghe Technology,广东深圳,自动化设备,Industrial Equipment,夫妇,先生,47,1977-02-01,198,中国-甘肃-酒泉,中国-广东-深圳,,,,60.0,47,自动化设备,广东深圳
875,王霄锟、刘洧宏,60.0,-59%,-487,茶百道,ChaPanda,四川成都,餐饮连锁,Food & Beverages,夫妇,先生,41,1983-01-01,198,,中国-四川-成都,,,,60.0,41,餐饮连锁,四川成都
875,王跃旦,60.0,15%,282,富佳实业,Furja,浙江宁波,家用电器,Home appliances ,家族,先生,71,1953-01-01,198,,中国-浙江-宁波,,,,60.0,71,家用电器,浙江宁波
875,王泽龙,60.0,-29%,-169,中核钛白,CNNC,广东广州,钛白粉,Titanium Dioxide,未知,先生,未知,1900-01-01,198,,中国-广东-广州,,,,60.0,0,钛白粉,广东广州
875,谢剑辉,60.0,3%,193,富兴,Fuxing,湖南长沙,汽车服务，产业园区,"Real estate, car sales, Investments",未知,先生,未知,1900-01-01,198,,中国-湖南-长沙,,,,60.0,0,汽车服务，产业园区,湖南长沙
875,徐进,60.0,-23%,-67,口子窖,Kouzi Distillery,安徽淮北,白酒,Liquor,未知,先生,59,1965-01-01,198,,中国-安徽-淮北,,,,60.0,59,白酒,安徽淮北
875,徐少春,60.0,-40%,-290,金蝶国际,Kingdee,广东深圳,财务软件,Financial Software,未知,先生,61,1963-01-01,198,中国-湖南-益阳,中国-广东-深圳,本科,东南,,60.0,61,财务软件,广东深圳
875,杨受成,60.0,-18%,-14,英皇,Emperor,香港,房地产,Estate Holding,家族,先生,80,1944-03-01,198,中国-香港,中国-香港,,,中国-香港,60.0,80,房地产,香港
875,袁莉萍,60.0,-33%,-206,康泰生物,Kangtai Biological,广东深圳,生物医药,Biotech,未知,先生,53,1971-01-01,198,,中国-广东-深圳,,,,60.0,53,生物医药,广东深圳
875,张清森,60.0,NEW,New,绿联科技,Ugreen,广东深圳,电子配件,Digital Products,未知,未知,未知,1900-01-01,198,,广东深圳,本科,仰恩大学,福建莆田,60.0,0,电子配件,广东深圳
875,张勇,60.0,-6%,112,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,未知,1900-01-01,198,,中国-浙江-杭州,本科,上财,,60.0,0,电子商务、金融科技,浙江杭州
875,张重兴,60.0,NEW,New,台湾精锐,Apex Dynamics,台湾台中,工业机械,Industrial Machinery,家族,未知,未知,1900-01-01,198,,台湾台中,,,,60.0,0,工业机械,台湾台中
875,赵满堂,60.0,-14%,21,盛达,Shengda,甘肃兰州,矿业、酒店,"Mining, Hotels",家族,先生,64,1960-11-01,198,中国-甘肃-天水,中国-甘肃-天水,,,,60.0,64,矿业、酒店,甘肃兰州
875,赵延平、杨云,60.0,-8%,65,华测导航,Huace,上海青浦,卫星导航,GPS,夫妇,先生,56,1968-08-01,198,中国-吉林,中国-上海,本科,浙大,中国-吉林,60.0,56,卫星导航,上海青浦
875,甄荣辉,60.0,0%,133,51job,51job,上海静安,互联网服务,Internet Services,未知,先生,62,1962-01-01,198,中国-香港,中国-上海,本科,香港中文大学,,60.0,62,互联网服务,上海静安
875,周旭明,60.0,-24%,-71,科思股份,Cosmos,江苏南京,化学品原料,Chemical raw materials,家族,先生,51,1973-11-01,198,,中国-江苏-南京,,,,60.0,51,化学品原料,江苏南京
918,陈泽民,59.0,-23%,-107,三全食品,Sanquan Food,河南郑州,食品,Food,家族,先生,81,1943-01-01,198,中国-重庆-江津,中国-河南-郑州,本科,,,59.0,81,食品,河南郑州
918,刘德,59.0,NEW,New,小米,Xiaomi,北京,北京,IoT,未知,先生,未知,1900-01-01,198,,中国-北京,硕士,北京理工大学、美国加州亚帕萨迪Art Center College of Design,,59.0,0,北京,北京
918,姚劲波,59.0,-2%,90,58同城,58,北京,生活服务,Life Service,未知,先生,48,1976-01-01,198,中国-湖南-益阳,中国-北京,本科,中国海洋,,59.0,48,生活服务,北京
918,张亚、周文梅,59.0,-41%,-333,国光电气,Guoguang Electric,四川成都,微波电子器件,Electronic device,夫妇,先生,55,1969-01-01,198,,中国-四川-成都,,,,59.0,55,微波电子器件,四川成都
918,赵鸿飞,59.0,-49%,-397,中科创达,Thunder,北京,智能终端操作系统,Intelligent Terminal Operating System,未知,先生,50,1974-01-01,198,,中国-北京,硕士,北京理工,,59.0,50,智能终端操作系统,北京
923,吕建明,58.0,-32%,-217,通策医疗,Top Choice Medical,浙江杭州,医疗器械,Medical devices,未知,先生,59,1965-09-01,198,中国-浙江,中国-浙江-杭州,硕士,浙大,,58.0,59,医疗器械,浙江杭州
923,申东日,58.0,-29%,-175,朗姿,Lancy,北京,服装,Apparel,家族,先生,52,1972-10-01,198,中国-黑龙江-绥化,中国-北京,,,中国-黑龙江-江绥化,58.0,52,服装,北京
923,王德根、张强,58.0,-36%,-254,德康农牧,Dekon,四川成都,畜牧业、教育,Animal Husbandry,夫妇,先生,53,1971-01-01,198,中国-四川,中国-四川-成都,,,,58.0,53,畜牧业、教育,四川成都
923,吴城,58.0,-23%,-110,国城,Guocheng,北京,矿业,Mining,未知,先生,未知,1900-01-01,198,,中国-北京,,,,58.0,0,矿业,北京
923,吴凯庭,58.0,-32%,-217,万利达,Malata,福建漳州,电子信息产品,Information technology,家族,先生,未知,1900-01-01,198,中国-福建-漳州,中国-福建-漳州,,,,58.0,0,电子信息产品,福建漳州
923,谢识才,58.0,-3%,85,博威合金,Boway Alloy Material,浙江宁波,合金材料,Alloy Materials,家族,先生,63,1961-01-01,198,中国-浙江-杭州,中国-浙江-宁波,本科,,,58.0,63,合金材料,浙江宁波
923,余海军,58.0,-11%,17,宝利德,Baolide,浙江杭州,汽车销售,Car sales,未知,先生,50,1974-01-01,198,中国-浙江-绍兴,中国-浙江-杭州,本科,,,58.0,50,汽车销售,浙江杭州
923,周华松、吴文利,58.0,16%,256,松霖科技,Solex High-tech Industries,福建厦门,淋浴设备,Shower equipment,夫妇,先生,58,1966-01-01,198,,中国-福建-厦门,,,,58.0,58,淋浴设备,福建厦门
923,周文、郭艺群,58.0,-32%,-217,普利特,Pret Composites,上海青浦,塑料制造、汽车配件,"Plastics manufacturing, automotive parts",夫妇,先生,59,1965-01-01,198,,中国-上海,博士,工商管理,,58.0,59,塑料制造、汽车配件,上海青浦
932,陈学利、陈林,57.0,-43%,-347,威高,Wego,山东威海,医疗器械,Medical devices,父子,先生,73,1951-10-01,198,,中国-山东-威海,,,中国-山东-威海,57.0,73,医疗器械,山东威海
932,苏增福,57.0,-10%,59,苏泊尔,Supor,浙江杭州,厨具、投资,"Kitchen tools, Investments",家族,先生,84,1940-01-01,198,中国-浙江-台州,中国-浙江-杭州,,,,57.0,84,厨具、投资,浙江杭州
932,王富济,57.0,-24%,-119,片仔癀,Pientzehuang Pharmaceutical,福建漳州,医药,Pharmaceuticals,未知,先生,未知,1900-01-01,198,,中国-福建-漳州,,,,57.0,0,医药,福建漳州
932,吴惠芳,57.0,-12%,8,永钢,Yonggang,江苏苏州,钢铁,Iron & Steel,未知,先生,未知,1900-01-01,198,中国-江苏-,中国-江苏-苏州,,,中国-江苏,57.0,0,钢铁,江苏苏州
932,吴永华,57.0,-12%,8,安踏,Anta,福建厦门,体育用品,Sportswear,未知,先生,54,1970-01-01,198,中国-福建,中国-福建-厦门,,,,57.0,54,体育用品,福建厦门
932,钟培峰,57.0,-29%,-177,晶晨股份,Amlogic,上海浦东,电子,Semiconductor,家族,先生,61,1963-01-01,198,,中国-上海,硕士,乔治亚理工,,57.0,61,电子,上海浦东
932,周俊杰,57.0,-5%,76,银都股份,Yindu Kitchen Equipment,浙江杭州,餐饮设备,Industrial equipment,未知,先生,56,1968-07-01,198,,中国-浙江-杭州,,,,57.0,56,餐饮设备,浙江杭州
939,刘姗姗,56.0,0%,141,摩尔线程,Moore Thread,北京,半导体,Semiconductors,未知,女士,未知,1900-01-01,198,,中国-北京,,,,56.0,0,半导体,北京
940,陈妙林,55.0,0%,150,开元旅业,New Century Tourism,浙江杭州,房地产,Real estate,未知,先生,72,1952-01-01,198,中国-浙江-杭州,中国-浙江-杭州,,,,55.0,72,房地产,浙江杭州
940,陈清州、翁丽敏,55.0,-21%,-44,海能达,Hytera,广东深圳,专业无线通信设备,Communications Equipment,夫妇,先生,59,1965-11-01,198,中国-福建-泉州,中国-广东-深圳,,,,55.0,59,专业无线通信设备,广东深圳
940,陈育宣、林德英,55.0,-8%,68,电连技术,Electric Connector,广东深圳,电子元件连接器,Electronic Components,夫妇,先生,58,1966-01-01,198,中国-江西-九江,中国-广东-深圳,,,中国-江西-九江,55.0,58,电子元件连接器,广东深圳
940,陈卓贤,55.0,-8%,68,雅居乐,Agile,广东广州,投资、房地产,"Investments, Real Estate",家族,先生,57,1967-01-01,198,中国-广东-中山,中国-广东-广州,,,中国-广东-中山,55.0,57,投资、房地产,广东广州
940,邓颖忠,55.0,-31%,-185,中顺洁柔,Zhongshun,广东中山,生活用纸,Household Products,家族,先生,73,1951-01-01,198,中国-广东,中国-广东-中山,,,中国-广东,55.0,73,生活用纸,广东中山
940,郭振宇、KevinGuo,55.0,-56%,-469,贝泰妮,Botanee,云南昆明,护肤品,Skincare,父子,先生,61,1963-11-01,198,中国-云南-昆明,中国-云南-昆明,,,,55.0,61,护肤品,云南昆明
940,何德佑,55.0,NEW,New,嘉泽端子,Lotes,台湾基隆,电子元件,Electronic Components,未知,未知,未知,1900-01-01,198,,台湾基隆,,,,55.0,0,电子元件,台湾基隆
940,何亚民,55.0,-25%,-79,利君股份,Leejun Industrial,四川成都,机械制造,Machinery manufacturing ,家族,先生,67,1957-02-01,198,中国-四川,中国-四川-成都,,,中国-四川,55.0,67,机械制造,四川成都
940,花轩德,55.0,-48%,-375,中贝九洲,Zonebanner Jiuzhou,浙江台州,医药,Pharmaceuticals,家族,先生,81,1943-01-01,198,中国-浙江-台州,中国-浙江-台州,,,,55.0,81,医药,浙江台州
940,黄炳文,55.0,-21%,-44,东风印刷,Dongfeng Printing,广东汕头,印刷,Printing,家族,先生,70,1954-01-01,198,,中国-广东-汕头,,,中国-广东-汕头,55.0,70,印刷,广东汕头
940,黄善兵,55.0,10%,239,捷捷微电,JieJie Microelectronics,江苏南通,半导体器件,Semiconductor device,家族,先生,68,1956-10-01,198,,中国-江苏-南通,,,,55.0,68,半导体器件,江苏南通
940,黄婉茹,55.0,-8%,68,联泰,Lian Tai,广东汕头,基础建设、房地产,"Infrastructure, Real Estate",未知,先生,未知,1900-01-01,198,,中国-广东-汕头,,,,55.0,0,基础建设、房地产,广东汕头
940,江淦钧,55.0,-15%,0,索菲亚,Suofeiya,广东广州,家具,Furniture,未知,先生,60,1964-01-01,198,中国-广东-广州,中国-广东-广州,,,,55.0,60,家具,广东广州
940,姜桂廷、宋桂花,55.0,-31%,-185,景津环保,Jingjin,山东德州,设备制造,Manufacturing,夫妇,先生,66,1958-01-01,198,,中国-山东-德州,本科,,,55.0,66,设备制造,山东德州
940,蒋锦志,55.0,0%,150,景林资产,Greenwoods,上海浦东,投资,Investments,未知,先生,未知,1900-01-01,198,,中国-上海,本科,武大,,55.0,0,投资,上海浦东
940,金磊,55.0,-45%,-355,长春高新,Changchun High-tech Industries,吉林长春,生物制药,Biopharmaceuticals,未知,先生,59,1965-08-01,198,,中国-吉林-长春,,,,55.0,59,生物制药,吉林长春
940,黎经华,55.0,-8%,68,罗浮宫家居,Louvre,广东佛山,家具零售,Furniture,未知,先生,62,1962-01-01,198,,中国-广东-佛山,,,,55.0,62,家具零售,广东佛山
940,李建华、李晓奇,55.0,-8%,68,威华,Weihua,广东广州,地板,Building Materials,父女,先生,71,1953-01-01,198,中国-广东-梅州,中国-广东-广州,,,中国-广东-梅州,55.0,71,地板,广东广州
940,李文美、王继华,55.0,-8%,68,万孚生物,Wondfo Biotech,广东广州,快速诊断试剂,Biotech,夫妇,先生,62,1962-10-01,198,中国-吉林-长春,中国-广东-广州,硕士,吉大,,55.0,62,快速诊断试剂,广东广州
940,李学凌,55.0,0%,150,欢聚时代,YY,广东深圳,游戏、语音软件,Gaming,未知,先生,51,1973-01-01,198,,中国-广东-深圳,,,,55.0,51,游戏、语音软件,广东深圳
940,李缜、李晨,55.0,-19%,-16,国轩高科,Anhui Guoxuan,安徽合肥,电池、房地产、影视、投资,"Batteries, Real estate, screen culture",父子,先生,60,1964-01-01,198,,中国-安徽-合肥,,,,55.0,60,电池、房地产、影视、投资,安徽合肥
940,林海川,55.0,-31%,-185,宏川,Great River Smarter Logistics,广东东莞,仓储物流,Logistics,家族,先生,52,1972-06-01,198,中国-广东-东莞,中国-广东-东莞,硕士,,中国-广东-东莞,55.0,52,仓储物流,广东东莞
940,吕大龙,55.0,-8%,68,韦尔股份,Willsemi,上海浦东,投资,Semiconductors,未知,先生,未知,1900-01-01,198,,中国-北京,,,,55.0,0,投资,上海浦东
940,马国林,55.0,6%,217,卫星石化,Zhejiang Satellite Petro Chemical,浙江嘉兴,化工,Chemicals,未知,先生,60,1964-01-01,198,中国-浙江,中国-浙江-嘉兴,,,,55.0,60,化工,浙江嘉兴
940,孟庆南,55.0,2%,202,武汉凡谷,Wuhan Fingu,湖北武汉,通信设备元件,Communications components ,家族,先生,66,1958-01-01,198,中国-湖北,中国-湖北-武汉,硕士,,,55.0,66,通信设备元件,湖北武汉
940,潘龙泉,55.0,-31%,-185,泉峰,Chervon,江苏南京,电动工具,Electric Tools,未知,先生,61,1963-01-01,198,,中国-江苏-南京,,,,55.0,61,电动工具,江苏南京
940,彭浩,55.0,4%,207,信维通信,Sunway Communication,广东深圳,通信部件,Electronic Components,未知,先生,57,1967-06-01,198,中国-陕西-咸阳,中国-广东-深圳,硕士,,,55.0,57,通信部件,广东深圳
940,瞿晓铧、张含冰,55.0,-31%,-185,阿特斯,Csi,江苏苏州,光伏设备,Green Energy,夫妇,先生,60,1964-01-01,198,,中国-上海,,,,55.0,60,光伏设备,江苏苏州
940,商晓波、邓烨芳,55.0,-48%,-375,鸿路钢构,Honglu Steel Structure,安徽合肥,金属结构制造业,Manufacturing of metal structures,夫妇,先生,50,1974-03-01,198,中国-浙江-绍兴,中国-安徽-合肥,,,,55.0,50,金属结构制造业,安徽合肥
940,束小龙、董雪,55.0,0%,150,老乡鸡,Laoxiangji,安徽合肥,餐饮,Restaurant,夫妇,先生,36,1988-01-01,198,中国-安徽-合肥,中国-安徽-合肥,,,,55.0,36,餐饮,安徽合肥
940,孙永根,55.0,-4%,133,天圣控股,Tiansheng ,浙江绍兴,化纤,Chemical fibers,未知,先生,53,1971-01-01,198,中国-浙江-绍兴,中国-浙江-绍兴,,,,55.0,53,化纤,浙江绍兴
940,汪东颖,55.0,0%,150,纳思达,Ninestar,广东珠海,打印设备,Printing Equipment,未知,先生,58,1966-10-01,198,中国-甘肃-兰州,中国-广东-珠海,,,中国-甘肃-兰州,55.0,58,打印设备,广东珠海
940,王刚,55.0,-8%,68,满帮,Manbang,贵州贵阳,物流,Transportation,未知,先生,48,1976-01-01,198,,中国-浙江-杭州,,,,55.0,48,物流,贵州贵阳
940,王坚,55.0,0%,150,阿里系,Alibaba,浙江杭州,电子商务、金融科技,"E-commerce, fintech",未知,先生,62,1962-01-01,198,,中国-浙江-杭州,本科,浙大,,55.0,62,电子商务、金融科技,浙江杭州
940,王俊,55.0,-8%,68,碳云、华大基因,"iCarbonX, Bgi Genomics",广东深圳,医疗大数据、基因检测,Health Tech,未知,先生,48,1976-01-01,198,,中国-广东-深圳,本科,北大,,55.0,48,医疗大数据、基因检测,广东深圳
940,伍亚林、伍阿凤,55.0,NEW,New,博俊科技,Bojun,江苏苏州,汽车零部件,Auto Components,夫妇,先生,57,1967-08-10,198,中国-福建-莆田,中国-江苏-苏州,,,中国-福建-莆田,55.0,57,汽车零部件,江苏苏州
940,谢秉政、冯玲玲,55.0,-35%,-234,比音勒芬,Biemlf,广东广州,服装,Apparel,夫妇,先生,55,1969-01-01,198,中国-浙江-温州,中国-广东-广州,,,中国-浙江-温州,55.0,55,服装,广东广州
940,杨文龙,55.0,-25%,-79,仁和药业,Renhe,江西宜春,医药,Pharmaceuticals,家族,先生,62,1962-02-01,198,中国-江西-宜春,中国-江西-宜春,硕士,人大,中国-江西-宜春,55.0,62,医药,江西宜春
940,姚文琛,55.0,-25%,-79,姚记扑克,Yaoji,上海,文娱,Entertainment,家族,先生,73,1951-01-01,0,,中国-上海,,,,55.0,73,文娱,上海
940,张学武,55.0,-27%,-127,盐津铺子,Yanker,湖南长沙,食品制造,Food processing,未知,先生,50,1974-08-01,198,,中国-湖南-长沙,,,,55.0,50,食品制造,湖南长沙
940,张学政,55.0,-39%,-271,闻泰科技,Wingtech,浙江嘉兴,半导体,Semiconductors,未知,先生,49,1975-01-01,198,,中国-浙江-嘉兴,本科,,,55.0,49,半导体,浙江嘉兴
940,张镇潮,55.0,-35%,-234,税友股份,Servyou Software,浙江杭州,财税软件,SaaS,未知,先生,57,1967-02-01,198,,中国-浙江-杭州,,,,55.0,57,财税软件,浙江杭州
940,赵轶、徐昕,55.0,-15%,0,长川科技,Changchuan Technology Co,浙江杭州,半导体设备,Semiconductors,夫妇,先生,48,1976-01-01,198,中国-浙江,中国-浙江-杭州,本科,,,55.0,48,半导体设备,浙江杭州
